Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning,Chapter/Unit_Name
1,272,N/A - Module 1 PDF,Which of the following is a benefit of Oracle Fusion ERP audits?,Increased manual errors,Enhanced fraud detection,Higher compliance costs,Reduced scalability,b,Unit 4 highlights enhanced fraud detection in audits.,Unit 4: Oracle Fusion ERP (40 MCQs)
1,273,N/A - Module 1 PDF,What is a key feature of Oracle Fusion ERP in financials?,Manual ledger entries,Automated reconciliations,Limited reporting,High error rates,b,Chapter 3 of Unit 4 notes automated reconciliations in financials.,Unit 4: Oracle Fusion ERP (40 MCQs)
1,274,N/A - Module 1 PDF,Which process ensures compliance in Oracle Fusion ERP?,Employee performance reviews,Audit trail maintenance,Marketing campaign analysis,Inventory tracking,b,Unit 4 emphasizes audit trail maintenance for compliance.,Unit 4: Oracle Fusion ERP (40 MCQs)
1,275,N/A - Module 1 PDF,What is a key objective of P2P auditing in Oracle Fusion ERP?,Reducing vendor payments,Ensuring accurate payments,Increasing manual tasks,Limiting data access,b,Chapter 1 of Unit 4 aims to ensure accurate vendor payments.,Unit 4: Oracle Fusion ERP (40 MCQs)
1,276,N/A - Module 1 PDF,Which of the following is an Oracle Fusion ERP audit tool?,Microsoft Word,Financial Reporting Studio,SAP ERP,KNIME,b,Unit 4 mentions Financial Reporting Studio for audit reporting.,Unit 4: Oracle Fusion ERP (40 MCQs)
1,277,N/A - Module 1 PDF,What is a key challenge in Oracle Fusion ERP auditing?,Simplified processes,Data migration issues,Overstaffed teams,Low maintenance costs,b,Unit 4 notes that data migration can challenge ERP auditing.,Unit 4: Oracle Fusion ERP (40 MCQs)
1,278,N/A - Module 1 PDF,Which of the following enhances Oracle Fusion ERP audits?,Manual processes,Role-based access controls,Limited reporting,High error rates,b,Unit 4 emphasizes role-based access for secure audits.,Unit 4: Oracle Fusion ERP (40 MCQs)
1,279,N/A - Module 1 PDF,What is a key step in financial auditing in Oracle Fusion ERP?,Ignoring transaction data,Reviewing general ledger,Reducing employee training,Limiting system access,b,Chapter 3 of Unit 4 includes reviewing the general ledger in audits.,Unit 4: Oracle Fusion ERP (40 MCQs)
1,280,N/A - Module 1 PDF,Which of the following is a benefit of Oracle Fusion ERP?,Increased manual errors,Improved decision-making,Higher compliance costs,Reduced scalability,b,Unit 4 highlights improved decision-making through real-time data.,Unit 4: Oracle Fusion ERP (40 MCQs)
1,281,N/A - Module 1 PDF,What is the primary function of accounts payable in Dynamics 365 Finance?,Managing customer invoices,Processing vendor payments,Tracking employee salaries,Recording tax liabilities,b,Chapter 1 of Unit 5 defines accounts payable as processing vendor payments.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,282,N/A - Module 1 PDF,Which component is critical in accounts payable in Dynamics 365 Finance?,Sales orders,Purchase orders,Customer receipts,Employee records,b,Chapter 1 of Unit 5 lists purchase orders as critical in accounts payable.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,283,N/A - Module 1 PDF,What is three-way matching in Dynamics 365 Finance?,Matching invoices with customer orders,"Matching invoices, purchase orders, and receipts",Matching invoices with payments,Matching invoices with sales orders,b,"Chapter 1 of Unit 5 explains three-way matching as aligning invoices, purchase orders, and receipts.",Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,284,N/A - Module 1 PDF,How are vendor invoices entered in Dynamics 365 Finance?,Only manually,Only electronically,Manually or electronically,Only via vendor pools,c,Chapter 1 of Unit 5 notes that vendor invoices can be entered manually or electronically.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,285,N/A - Module 1 PDF,What is a pro forma invoice in Dynamics 365 Finance?,A finalized invoice,An estimated invoice before posting,An overdue invoice,A sales-based invoice,b,Chapter 5 of Unit 5 defines a pro forma invoice as an estimate before posting.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,286,N/A - Module 1 PDF,What is the purpose of credit management in Dynamics 365 Finance?,Eliminating credit limits,Setting credit limits and holds,Approving all sales orders,Increasing all credit limits,b,Chapter 5 of Unit 5 explains credit management as setting limits and managing holds.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,287,N/A - Module 1 PDF,What does collections management provide in Dynamics 365 Finance?,Vendor payment tracking,Centralized collections view,Purchase order creation,Employee payroll management,b,Chapter 5 of Unit 5 describes collections management as providing a centralized view.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,288,N/A - Module 1 PDF,What is revenue recognition in Dynamics 365 Finance?,Tracking vendor payments,Breaking sales into multi-element lines,Estimating future revenue,Managing credit limits,b,Chapter 5 of Unit 5 defines revenue recognition as breaking sales for scheduled recognition.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,289,N/A - Module 1 PDF,Which module supports subscription billing in Dynamics 365 Finance?,Revenue Recognition,Credit Management,Subscription Billing,Collections Management,c,Chapter 5 of Unit 5 highlights the Subscription Billing module for recurring billing.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,290,N/A - Module 1 PDF,Can subscription billing and revenue recognition be used together in Dynamics 365 Finance?,Yes,No,Only for specific industries,Only with manual adjustments,b,Chapter 5 of Unit 5 states that these modules cannot be used together.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,291,N/A - Module 1 PDF,What is the primary function of expense management in Dynamics 365 Finance?,Managing employee salaries,Managing expenses and bank accounts,Managing customer accounts,Managing inventory levels,b,Chapter 6 of Unit 5 describes expense management as handling expenses and bank accounts.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,292,N/A - Module 1 PDF,Which financial instruments are used in Dynamics 365 Finance bank management?,Invoices and purchase orders,Checks and bills of exchange,Sales orders and receipts,Inventory items and vendors,b,Chapter 6 of Unit 5 lists checks and bills of exchange in bank management.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,293,N/A - Module 1 PDF,What does reconciliation mean in Dynamics 365 Finance bank management?,Balancing income and expenses,Matching bank transactions with statements,Reviewing employee salaries,Managing letters of guarantee,b,Chapter 6 of Unit 5 defines reconciliation as matching transactions with statements.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,294,N/A - Module 1 PDF,What is the purpose of a deposit slip in Dynamics 365 Finance?,Creating customer invoices,Depositing checks and cash,Recording employee expenses,Managing vendor payments,b,Chapter 6 of Unit 5 explains that deposit slips are for depositing checks and cash.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,295,N/A - Module 1 PDF,What is a letter of guarantee in Dynamics 365 Finance?,A vendor contract,A bank’s payment agreement,An expense report,A customer agreement,b,Chapter 6 of Unit 5 defines a letter of guarantee as a bank’s payment agreement.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,296,N/A - Module 1 PDF,What feature streamlines expense reporting in Dynamics 365 Finance?,Budgeting capabilities,Expense reports reimagined,Fixed asset management,Cash and bank management,b,Chapter 6 of Unit 5 highlights the Expense reports reimagined feature.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,297,N/A - Module 1 PDF,What should be considered in Dynamics 365 Finance expense planning?,Supplier negotiation strategies,Organizational hierarchy,Employee training programs,Tax regulations,b,Chapter 6 of Unit 5 emphasizes considering hierarchy in expense planning.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,298,N/A - Module 1 PDF,What are per diems used for in Dynamics 365 Finance?,Tracking employee attendance,Covering travel expenses,Estimating inventory costs,Calculating depreciation,b,Chapter 6 of Unit 5 explains that per diems cover travel expenses like meals.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,299,N/A - Module 1 PDF,What determines the per diem rate in Dynamics 365 Finance?,Employee’s job title,Travel destination,Employee’s age,Payment method,b,Chapter 6 of Unit 5 notes that per diem rates vary by destination.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,300,N/A - Module 1 PDF,Which is NOT a common expense category in Dynamics 365 Finance?,Airfare,Lodging,Depreciation,Ground transportation,c,Chapter 6 of Unit 5 excludes depreciation as an expense category.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,301,N/A - Module 1 PDF,What is the purpose of the Expense management workspace in Dynamics 365 Finance?,Managing payroll,Creating expense reports,Tracking customer invoices,Reviewing vendor contracts,b,Chapter 6 of Unit 5 describes the workspace for expense report creation.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,302,N/A - Module 1 PDF,What is depreciation in Dynamics 365 Finance fixed asset management?,An increase in asset value,A decrease in asset value,The initial asset cost,The end-of-life value,b,Chapter 6 of Unit 5 defines depreciation as a decrease in asset value.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,303,N/A - Module 1 PDF,What is the purpose of a depreciation profile in Dynamics 365 Finance?,Recording asset acquisitions,Calculating asset depreciation,Managing employee salaries,Reconciling bank accounts,b,Chapter 6 of Unit 5 explains that depreciation profiles calculate depreciation.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,304,N/A - Module 1 PDF,What is the role of budget control in Dynamics 365 Finance?,Creating budget models,Ensuring sufficient budget funds,Automating expense approvals,Tracking vendor contracts,b,Chapter 6 of Unit 5 states that budget control ensures funds for purchases.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,305,N/A - Module 1 PDF,Which budgeting methodology justifies all expenses from scratch?,Historical budgeting,Zero-based budgeting,Incremental budgeting,Forecast budgeting,b,Chapter 6 of Unit 5 describes zero-based budgeting as justifying all expenses.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,306,N/A - Module 1 PDF,What is a key feature of Dynamics 365 Finance in accounts payable?,Manual invoice processing,Automated payment scheduling,Limited reporting,High error rates,b,Chapter 1 of Unit 5 highlights automated payment scheduling.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,307,N/A - Module 1 PDF,Which of the following is a benefit of Dynamics 365 Finance?,Increased manual errors,Enhanced financial visibility,Higher compliance costs,Reduced scalability,b,Unit 5 emphasizes enhanced visibility in financial processes.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,308,N/A - Module 1 PDF,What is a key challenge in Dynamics 365 Finance implementation?,Simplified integrations,High customization costs,Overstaffed teams,Low maintenance costs,b,Unit 5 notes that customization increases implementation costs.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,309,N/A - Module 1 PDF,Which of the following is a Dynamics 365 Finance feature?,Manual data entry,Cloud-based deployment,Limited scalability,High error rates,b,Unit 5 emphasizes cloud-based deployment in Dynamics 365 Finance.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,310,N/A - Module 1 PDF,What is a key step in accounts payable auditing in Dynamics 365 Finance?,Ignoring vendor data,Verifying invoice accuracy,Reducing employee training,Limiting system access,b,Chapter 1 of Unit 5 includes verifying invoice accuracy in audits.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,311,N/A - Module 1 PDF,Which module supports expense management in Dynamics 365 Finance?,Accounts Payable,Expense Management,General Ledger,Accounts Receivable,b,Chapter 6 of Unit 5 highlights the Expense Management module.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,312,N/A - Module 1 PDF,What is a key benefit of Dynamics 365 Finance in expense management?,Increased manual errors,Streamlined expense reporting,Higher compliance costs,Reduced scalability,b,Chapter 6 of Unit 5 emphasizes streamlined expense reporting.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,313,N/A - Module 1 PDF,Which of the following is a Dynamics 365 Finance audit feature?,Manual reconciliations,Automated audit trails,Limited reporting,High error rates,b,Unit 5 highlights automated audit trails for audits.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,314,N/A - Module 1 PDF,What is a key objective of Dynamics 365 Finance in budgeting?,Reducing transparency,Ensuring budget compliance,Increasing manual tasks,Limiting data access,b,Chapter 6 of Unit 5 aims to ensure budget compliance.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,315,N/A - Module 1 PDF,Which of the following is a fixed asset management task in Dynamics 365 Finance?,Employee performance reviews,Asset depreciation calculation,Marketing campaign analysis,Inventory tracking,b,Chapter 6 of Unit 5 includes depreciation calculation in fixed asset management.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,316,N/A - Module 1 PDF,What is a key challenge in Dynamics 365 Finance auditing?,Simplified processes,Data migration issues,Overstaffed teams,Low maintenance costs,b,Unit 5 notes that data migration can challenge auditing.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,317,N/A - Module 1 PDF,Which of the following enhances Dynamics 365 Finance audits?,Manual processes,Role-based access controls,Limited reporting,High error rates,b,Unit 5 emphasizes role-based access for secure audits.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,318,N/A - Module 1 PDF,What is a key step in expense auditing in Dynamics 365 Finance?,Ignoring expense data,Verifying expense reports,Reducing employee training,Limiting system access,b,Chapter 6 of Unit 5 includes verifying expense reports in audits.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,319,N/A - Module 1 PDF,Which of the following is a benefit of Dynamics 365 Finance?,Increased manual errors,Improved decision-making,Higher compliance costs,Reduced scalability,b,Unit 5 highlights improved decision-making through real-time data.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,320,N/A - Module 1 PDF,What is a key feature of Dynamics 365 Finance in financial reporting?,Manual report generation,Automated financial dashboards,Limited reporting,High error rates,b,Unit 5 emphasizes automated dashboards for reporting.,Unit 5: Microsoft Dynamics 365 (40 MCQs)
1,321,N/A - Module 1 PDF,What is a key objective of forensic accounting?,Preparing marketing plans,Detecting financial fraud,Managing employee payroll,Conducting inventory audits,b,Chapter 1 of Unit 1 emphasizes detecting financial fraud as a key objective.,Unit 1: Forensic Accounting and Fraud Detection
