Case_Study_ID,Question_ID,Scenario_Text,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Reasoning
27,2,"ABC Ltd. is planning to expand its business and therefore raising fund by issuing a convertible bond of ` 10 crore. An investor â€œMr. Xâ€ is interested to invest in the bond of ABC Ltd. Mr. X has following data related to the convertible bond. The data given below relates to a convertible bond: Face value ` 250 Coupon rate 12% No. of shares per bond 20 Market price of share ` 12 Straight value of bond ` 235 Market price of convertible bond ` 265 Maturity 5 Years From the information given above, choose the correct answer to the following questions:",2. The conversion premium in percentage term of the bond is..,12.77%,10.42%,2.18%,13.45%,b,265-240 Ã—100= 10.42% 240
27,3,"ABC Ltd. is planning to expand its business and therefore raising fund by issuing a convertible bond of ` 10 crore. An investor â€œMr. Xâ€ is interested to invest in the bond of ABC Ltd. Mr. X has following data related to the convertible bond. The data given below relates to a convertible bond: Face value ` 250 Coupon rate 12% No. of shares per bond 20 Market price of share ` 12 Straight value of bond ` 235 Market price of convertible bond ` 265 Maturity 5 Years From the information given above, choose the correct answer to the following questions:",3. The conversion parity price of the stock is.,` 11.75,` 12.00,` 13.25,` 12.50,c,` 265/20 = ` 13.25
27,4,"ABC Ltd. is planning to expand its business and therefore raising fund by issuing a convertible bond of ` 10 crore. An investor â€œMr. Xâ€ is interested to invest in the bond of ABC Ltd. Mr. X has following data related to the convertible bond. The data given below relates to a convertible bond: Face value ` 250 Coupon rate 12% No. of shares per bond 20 Market price of share ` 12 Straight value of bond ` 235 Market price of convertible bond ` 265 Maturity 5 Years From the information given above, choose the correct answer to the following questions:","4. If he wants approximately a yield of 15% the maximum price, he should be ready to pay for is.",217.41,224.81,240.00,232.32,b,` 30(3.352) + ` 250(0.497) = ` 224.81
28,1,"Suppose you are a financial consultant and following 3 clients have approached to you seeking advise on the investment to be made in securities. All these clients have different background and risk appetite as well as perception to the market. ï¶ Client A wants to invest in Fixed income avenues and therefore he is looking at the credit rating of the securities as well as financial ratios such as interest coverage, earning power etc and the general prospect of the industry. ï¶ Client B wants to earn a fixed income over a period of time by holding the security till its maturity. ï¶ Client C wants to earn more by taking more risk. Therefore, he is more interested to invest in stocks. He believes that Price reflects all information found in the record of past prices and volumes. From the information given above, choose the correct answer to the following questions:",1. The main factor to be considered in selecting fixed income avenue for client A shall be..,Yield to maturity,Risk of Default,Tax Shield,Liquidity,b,Client A is looking at Credit Rating.
28,2,"Suppose you are a financial consultant and following 3 clients have approached to you seeking advise on the investment to be made in securities. All these clients have different background and risk appetite as well as perception to the market. ï¶ Client A wants to invest in Fixed income avenues and therefore he is looking at the credit rating of the securities as well as financial ratios such as interest coverage, earning power etc and the general prospect of the industry. ï¶ Client B wants to earn a fixed income over a period of time by holding the security till its maturity. ï¶ Client C wants to earn more by taking more risk. Therefore, he is more interested to invest in stocks. He believes that Price reflects all information found in the record of past prices and volumes. From the information given above, choose the correct answer to the following questions:",2. The main factor that have to be evaluated in the selection of Bond for Client B shall be..,Yield to maturity,Risk of Default,Tax Shield,Liquidity,a,Holding security till maturity.
28,3,"Suppose you are a financial consultant and following 3 clients have approached to you seeking advise on the investment to be made in securities. All these clients have different background and risk appetite as well as perception to the market. ï¶ Client A wants to invest in Fixed income avenues and therefore he is looking at the credit rating of the securities as well as financial ratios such as interest coverage, earning power etc and the general prospect of the industry. ï¶ Client B wants to earn a fixed income over a period of time by holding the security till its maturity. ï¶ Client C wants to earn more by taking more risk. Therefore, he is more interested to invest in stocks. He believes that Price reflects all information found in the record of past prices and volumes. From the information given above, choose the correct answer to the following questions:",3. If Weak form efficiency is prevailing in the market then which approach is best for selection of Equity Shares?,Technical Analysis,Fundamental Analysis,Random selection Analysis,None of the above.,b,As market will react lately.
29,1,"AES Ltd. wants to acquire DNF Ltd. and has offered a swap ratio of 1:2 (0.5 shares for every one share of DNF Ltd.). Following information is provided: AES Ltd. DNF Ltd. Profit after tax ` 36,00,000 ` 7,20,000 Equity shares outstanding (Nos.) 12,00,000 3,60,000 PE Ratio 10 times 7 times Market price per share ` 30 ` 14 From the information given above, choose the correct answer to the following questions:",1. The number of equity shares to be issued by AES Ltd. for acquisition of DNF Ltd. would be,"1,68,000","1,80,000","2,40,000","3,00,000",b,360000 x 0.50 = 180000
29,2,"AES Ltd. wants to acquire DNF Ltd. and has offered a swap ratio of 1:2 (0.5 shares for every one share of DNF Ltd.). Following information is provided: AES Ltd. DNF Ltd. Profit after tax ` 36,00,000 ` 7,20,000 Equity shares outstanding (Nos.) 12,00,000 3,60,000 PE Ratio 10 times 7 times Market price per share ` 30 ` 14 From the information given above, choose the correct answer to the following questions:",2. The EPS of AES Ltd. after the acquisition would be,` 2,` 3,` 3.13,` 4.00,c,"( ` 36,00,000 + ` 7,20,000)/(1200000 + 180000) = ` 3.13"
29,3,"AES Ltd. wants to acquire DNF Ltd. and has offered a swap ratio of 1:2 (0.5 shares for every one share of DNF Ltd.). Following information is provided: AES Ltd. DNF Ltd. Profit after tax ` 36,00,000 ` 7,20,000 Equity shares outstanding (Nos.) 12,00,000 3,60,000 PE Ratio 10 times 7 times Market price per share ` 30 ` 14 From the information given above, choose the correct answer to the following questions:",3. The equivalent earnings per share of DNF Ltd. would be..,` 1,` 1.50,` 1.57,` 2.00,c,` 3.13 x 0.50 = ` 1.57
29,4,"AES Ltd. wants to acquire DNF Ltd. and has offered a swap ratio of 1:2 (0.5 shares for every one share of DNF Ltd.). Following information is provided: AES Ltd. DNF Ltd. Profit after tax ` 36,00,000 ` 7,20,000 Equity shares outstanding (Nos.) 12,00,000 3,60,000 PE Ratio 10 times 7 times Market price per share ` 30 ` 14 From the information given above, choose the correct answer to the following questions:",4. If AES Ltd. PE multiple remains unchanged then its expected market price per share after the acquisition would be,` 14,` 30,` 31.30,` 40.00,c,(c) ` 3.13 x 10 = ` 31.30
30,1,"During one business meeting at XYZ Ltd., one of the member pointed out that while evaluating the performance of any company one should not only see its Operating Income but should also analyse its Capital structure as well. Weighted Average Cost of Capital changes on the basis of capital structure keeping all other factors unchanged. He presented data relating to 3 companies Alpha Ltd., Beta Ltd. and Gama Ltd. whose operating Income are equal, but their capital structure is different. The following information relating to these 3 companies is as follows: (in ` 000) Alpha Ltd. Beta Ltd. Gama Ltd. Total invested capital 20,00,000 20,00,000 20,00,000 Debt/Assets ratio 0.8 0.5 0.2 Shares outstanding 61,000 83,000 1,00,000 Pre tax Cost of Debt 16% 13% 15% Cost of Equity 26% 22% 20% Operating Income (EBIT) 5,00,000 5,00,000 5,00,000 The Tax rate is uniform 35% in all cases. The industry PE ratio is 11X. From the information given above, choose the correct answer to the following questions:",1. The weighted average cost of capital of Alpha Ltd. shall approximately be .,13.520%,15.225%,17.950%,18.000%,a,16%(1 â€“ 0.35) x 0.80 + 26% x 0.20 = 13.52%
30,2,"During one business meeting at XYZ Ltd., one of the member pointed out that while evaluating the performance of any company one should not only see its Operating Income but should also analyse its Capital structure as well. Weighted Average Cost of Capital changes on the basis of capital structure keeping all other factors unchanged. He presented data relating to 3 companies Alpha Ltd., Beta Ltd. and Gama Ltd. whose operating Income are equal, but their capital structure is different. The following information relating to these 3 companies is as follows: (in ` 000) Alpha Ltd. Beta Ltd. Gama Ltd. Total invested capital 20,00,000 20,00,000 20,00,000 Debt/Assets ratio 0.8 0.5 0.2 Shares outstanding 61,000 83,000 1,00,000 Pre tax Cost of Debt 16% 13% 15% Cost of Equity 26% 22% 20% Operating Income (EBIT) 5,00,000 5,00,000 5,00,000 The Tax rate is uniform 35% in all cases. The industry PE ratio is 11X. From the information given above, choose the correct answer to the following questions:",2. The Economic Valued Added (EVA) of Beta Ltd. is.,` 54600 Thousand,` 20500 Thousand,(-) ` 34000 Thousand,` 21500 Thousand,b,500000(1 â€“ 0.35) â€“ [{13%(1 â€“ 0.35) x 0.50 + 22% x 0.50} 2000000] = 20500
30,3,"During one business meeting at XYZ Ltd., one of the member pointed out that while evaluating the performance of any company one should not only see its Operating Income but should also analyse its Capital structure as well. Weighted Average Cost of Capital changes on the basis of capital structure keeping all other factors unchanged. He presented data relating to 3 companies Alpha Ltd., Beta Ltd. and Gama Ltd. whose operating Income are equal, but their capital structure is different. The following information relating to these 3 companies is as follows: (in ` 000) Alpha Ltd. Beta Ltd. Gama Ltd. Total invested capital 20,00,000 20,00,000 20,00,000 Debt/Assets ratio 0.8 0.5 0.2 Shares outstanding 61,000 83,000 1,00,000 Pre tax Cost of Debt 16% 13% 15% Cost of Equity 26% 22% 20% Operating Income (EBIT) 5,00,000 5,00,000 5,00,000 The Tax rate is uniform 35% in all cases. The industry PE ratio is 11X. From the information given above, choose the correct answer to the following questions:",3. The price per share of Gama Ltd. shall be ..,` 28.60,` 31.90,` 31.46,` 29.45,c,[(500000 â€“ 0.20 x 2000000 x 15%) (1 â€“ 0.35) x 11]/100000 = ` 31.46
